item_id,order_id,product_id,product_name,category,quantity,unit_price,gst_rate,gst_amount,discount_amount,total_price
ITM0050693,ORD020294,PRD0160,ITC Formal Shirt Plus,Fashion,1,13985,5,699.25,1864.19,12820.06
ITM0050694,ORD020294,PRD0842,HDFC Dashboard Camera Elite,Automotive,2,4336,28,2428.16,374.46,10725.7
ITM0050695,ORD020295,PRD0799,Bajaj Spice Kit Lite,Grocery,1,1173,0,0.0,20.15,1152.85
ITM0050696,ORD020295,PRD0846,Berger Dashboard Camera Lite,Automotive,1,9253,28,2590.84,63.65,11780.19
ITM0050697,ORD020295,PRD0206,Crompton Pressure Cooker Max,Home & Kitchen,3,5460,12,1965.6,734.67,17610.93
ITM0050698,ORD020296,PRD0175,Titan Sherwani Base,Fashion,2,2949,5,294.9,447.91,5744.99
ITM0050699,ORD020297,PRD0522,HCL Cricket Bat Ultra,Sports & Fitness,2,40989,12,9837.36,5704.28,86111.08
ITM0050700,ORD020297,PRD0574,Berger Swimming Goggles Plus,Sports & Fitness,3,37991,12,13676.76,19858.71,107791.05
ITM0050701,ORD020298,PRD0618,Pidilite Educational Toy Standard,Toys & Baby,1,3800,12,456.0,156.37,4099.63
ITM0050702,ORD020298,PRD0637,Bajaj Electricals Remote Control Car Base,Toys & Baby,1,2449,12,293.88,423.05,2319.83
ITM0050703,ORD020298,PRD0842,HDFC Dashboard Camera Elite,Automotive,2,4336,28,2428.16,1523.45,9576.71
ITM0050704,ORD020298,PRD0873,Noise Car Vacuum Ultra,Automotive,1,6829,28,1912.12,343.43,8397.69
ITM0050705,ORD020299,PRD0547,Mahindra Treadmill Max,Sports & Fitness,3,20885,12,7518.6,5142.52,65031.08
ITM0050706,ORD020300,PRD0566,HDFC Football Max,Sports & Fitness,2,24042,12,5770.08,11.18,53842.9
ITM0050707,ORD020300,PRD0196,Titan Sports Shoes Plus,Fashion,1,10793,5,539.65,2038.12,9294.53
ITM0050708,ORD020300,PRD0803,Gizmore Car Cover Elite,Automotive,1,4809,28,1346.52,611.5,5544.02
ITM0050709,ORD020301,PRD0103,V-Guard Men Kurta Lite,Fashion,2,5030,5,503.0,1708.13,8854.87
ITM0050710,ORD020302,PRD0368,Titan Engineering Book Base,Books,2,1124,0,0.0,114.26,2133.74
ITM0050711,ORD020302,PRD0208,Crompton Pressure Cooker Max,Home & Kitchen,3,12638,12,4549.68,2978.21,39485.47
ITM0050712,ORD020302,PRD0387,HCL History Book Pro,Books,2,761,0,0.0,262.19,1259.81
ITM0050713,ORD020302,PRD0580,Pidilite Swimming Goggles Classic,Sports & Fitness,3,31108,12,11198.88,11601.58,92921.3
ITM0050714,ORD020303,PRD0667,Portronics Baby Stroller Base,Toys & Baby,2,1960,12,470.4,470.1,3920.3
ITM0050715,ORD020303,PRD0624,Tata Soft Toy Ultra,Toys & Baby,1,1542,12,185.04,213.67,1513.37
ITM0050716,ORD020303,PRD0940,Asian Paints File Folder Lite,Office Supplies,1,2235,18,402.3,193.66,2443.64
ITM0050717,ORD020304,PRD0120,V-Guard Women Saree Lite,Fashion,3,11294,5,1694.1,3534.17,32041.93
ITM0050718,ORD020304,PRD0646,Orient Building Blocks Max,Toys & Baby,2,1210,12,290.4,208.81,2501.59
ITM0050719,ORD020305,PRD0445,Godrej Multivitamins Lite,Beauty & Health,2,169,18,60.84,37.16,361.68
ITM0050720,ORD020305,PRD0260,Voltas Ceiling Fan Classic,Home & Kitchen,1,19440,12,2332.8,267.57,21505.23
ITM0050721,ORD020306,PRD0496,Amul Face Wash Elite,Beauty & Health,3,881,18,475.74,423.77,2694.97
ITM0050722,ORD020307,PRD0390,Noise History Book Premium,Books,2,718,0,0.0,108.67,1327.33
ITM0050723,ORD020307,PRD0761,ITC Dry Fruits Mix Lite,Grocery,1,1449,0,0.0,123.65,1325.35
ITM0050724,ORD020307,PRD0748,Crossbeats Atta Premium,Grocery,2,769,0,0.0,104.93,1433.07
ITM0050725,ORD020307,PRD0104,Noise Men Kurta Classic,Fashion,3,4196,5,629.4,148.42,13068.98
ITM0050726,ORD020308,PRD0987,Infosys Desk Lamp Premium,Office Supplies,3,742,18,400.68,78.56,2548.12
ITM0050727,ORD020308,PRD0726,Marico Desi Ghee Plus,Grocery,3,1728,0,0.0,860.1,4323.9
ITM0050728,ORD020308,PRD0630,Bajaj Electricals Soft Toy Lite,Toys & Baby,1,959,12,115.08,15.91,1058.17
ITM0050729,ORD020309,PRD0266,Gizmore Table Fan Max,Home & Kitchen,1,22437,12,2692.44,3460.59,21668.85
ITM0050730,ORD020309,PRD0566,HDFC Football Max,Sports & Fitness,2,24042,12,5770.08,3858.15,49995.93
ITM0050731,ORD020309,PRD0391,Reliance Biography Classic,Books,1,344,0,0.0,58.36,285.64
ITM0050732,ORD020310,PRD0740,Crossbeats Cold Pressed Oil Ultra,Grocery,3,1167,0,0.0,334.81,3166.19
ITM0050733,ORD020310,PRD0549,Berger Treadmill Plus,Sports & Fitness,2,21195,12,5086.8,8331.14,39145.66
ITM0050734,ORD020310,PRD0594,boAt Resistance Band Standard,Sports & Fitness,1,37205,12,4464.6,2588.75,39080.85
ITM0050735,ORD020310,PRD0882,Wipro LED Car Lights Lite,Automotive,2,2618,28,1466.08,659.88,6042.2
ITM0050736,ORD020311,PRD0029,Mivi Tablet Ultra,Electronics,3,128476,18,69377.04,42818.41,411986.63
ITM0050737,ORD020311,PRD0614,Berger Educational Toy Ultra,Toys & Baby,2,886,12,212.64,309.61,1675.03
ITM0050738,ORD020311,PRD0057,Orient Bluetooth Speaker Max,Electronics,2,59826,18,21537.36,3681.47,137507.89
ITM0050739,ORD020312,PRD0819,HDFC Bike Helmet Ultra,Automotive,1,5221,28,1461.88,985.24,5697.64
ITM0050740,ORD020313,PRD0051,Pidilite Bluetooth Speaker Plus,Electronics,2,22988,18,8275.68,4259.35,49992.33
ITM0050741,ORD020313,PRD0643,Voltas Building Blocks Classic,Toys & Baby,2,3036,12,728.64,330.11,6470.53
ITM0050742,ORD020313,PRD0696,Crossbeats Rattle Set Pro,Toys & Baby,1,3806,12,456.72,324.79,3937.93
ITM0050743,ORD020314,PRD0060,Mahindra Bluetooth Speaker Pro,Electronics,1,88572,18,15942.96,16027.07,88487.89
ITM0050744,ORD020314,PRD0330,Orient MBA Textbook Ultra,Books,2,149,0,0.0,59.2,238.8
ITM0050745,ORD020315,PRD0498,V-Guard Face Wash Max,Beauty & Health,1,2836,18,510.48,135.31,3211.17
ITM0050746,ORD020315,PRD0466,Amul Essential Oil Premium,Beauty & Health,1,1320,18,237.6,46.16,1511.44
ITM0050747,ORD020315,PRD0744,Godrej Atta Pro,Grocery,2,1113,0,0.0,155.48,2070.52
ITM0050748,ORD020316,PRD0584,Polycab Gym Gloves Ultra,Sports & Fitness,2,45336,12,10880.64,15391.34,86161.3
ITM0050749,ORD020316,PRD0683,Syska Baby Oil Premium,Toys & Baby,2,1762,12,422.88,164.61,3782.27
ITM0050750,ORD020316,PRD0376,Voltas Medical Guide Standard,Books,2,133,0,0.0,7.22,258.78
ITM0050751,ORD020317,PRD0512,Noise Dumbbells Premium,Sports & Fitness,3,2324,12,836.64,40.32,7768.32
ITM0050752,ORD020317,PRD0531,Hindusta Unilever Badminton Racket Standard,Sports & Fitness,3,23358,12,8408.88,9870.31,68612.57
ITM0050753,ORD020318,PRD0534,Marico Badminton Racket Premium,Sports & Fitness,2,7208,12,1729.92,191.54,15954.38
ITM0050754,ORD020319,PRD0809,Hindusta Unilever Car Cover Plus,Automotive,2,4503,28,2521.68,1659.84,9867.84
ITM0050755,ORD020320,PRD0363,boAt Engineering Book Max,Books,3,246,0,0.0,73.21,664.79
ITM0050756,ORD020320,PRD0718,ITC Organic Dal Premium,Grocery,3,527,0,0.0,167.93,1413.07
ITM0050757,ORD020321,PRD0733,Maruti Cold Pressed Oil Standard,Grocery,1,632,0,0.0,98.71,533.29
ITM0050758,ORD020322,PRD0886,HCL LED Car Lights Ultra,Automotive,3,4131,28,3470.04,1676.16,14186.88
ITM0050759,ORD020323,PRD0162,Polycab Lehenga Lite,Fashion,2,3052,5,305.2,1156.57,5252.63
ITM0050760,ORD020323,PRD0362,Orient Engineering Book Base,Books,2,974,0,0.0,36.57,1911.43
ITM0050761,ORD020323,PRD0222,ITC Rice Cooker Max,Home & Kitchen,1,20345,12,2441.4,3517.7,19268.7
ITM0050762,ORD020324,PRD0796,Voltas Spice Kit Elite,Grocery,2,133,0,0.0,31.39,234.61
ITM0050763,ORD020325,PRD0462,Infosys Essential Oil Plus,Beauty & Health,2,1289,18,464.04,63.45,2978.59
ITM0050764,ORD020325,PRD0209,Mivi Pressure Cooker Classic,Home & Kitchen,2,23861,12,5726.64,4592.84,48855.8
ITM0050765,ORD020325,PRD0359,Hero Children Story Max,Books,1,205,0,0.0,12.6,192.4
ITM0050766,ORD020326,PRD0491,Infosys Face Wash Base,Beauty & Health,2,2396,18,862.56,536.25,5118.31
ITM0050767,ORD020326,PRD0781,Bajaj Electricals Turmeric Powder Pro,Grocery,3,262,0,0.0,45.48,740.52
ITM0050768,ORD020326,PRD0538,boAt Badminton Racket Elite,Sports & Fitness,2,33122,12,7949.28,4570.42,69622.86
ITM0050769,ORD020326,PRD0755,Zebronics Honey Base,Grocery,3,1216,0,0.0,378.3,3269.7
ITM0050770,ORD020327,PRD0112,Reliance Women Saree Premium,Fashion,2,2164,5,216.4,347.99,4196.41
ITM0050771,ORD020327,PRD0528,Infosys Cricket Bat Ultra,Sports & Fitness,1,38884,12,4666.08,1791.37,41758.71
ITM0050772,ORD020327,PRD0853,V-Guard Car Seat Cover Standard,Automotive,2,7148,28,4002.88,1316.19,16982.69
ITM0050773,ORD020328,PRD0003,Fire-Boltt Smartphone Max,Electronics,3,118800,18,64152.0,1055.99,419496.01
ITM0050774,ORD020329,PRD0982,Polycab Desk Lamp Elite,Office Supplies,2,6436,18,2316.96,2530.47,12658.49
ITM0050775,ORD020329,PRD0960,Zebronics Whiteboard Max,Office Supplies,1,2448,18,440.64,273.27,2615.37
ITM0050776,ORD020329,PRD0802,Mahindra Car Cover Pro,Automotive,3,3620,28,3040.8,1925.76,11975.04
ITM0050777,ORD020330,PRD0454,Bajaj Protein Powder Pro,Beauty & Health,3,1387,18,748.98,425.5,4484.48
ITM0050778,ORD020330,PRD0103,V-Guard Men Kurta Lite,Fashion,2,5030,5,503.0,457.94,10105.06
ITM0050779,ORD020331,PRD0923,HCL Printer Paper Max,Office Supplies,1,1993,18,358.74,159.02,2192.72
ITM0050780,ORD020332,PRD0134,HCL T-Shirt Pro,Fashion,3,2499,5,374.85,718.91,7152.94
ITM0050781,ORD020332,PRD0397,Hero Biography Lite,Books,3,389,0,0.0,58.77,1108.23
ITM0050782,ORD020332,PRD0885,Voltas LED Car Lights Pro,Automotive,1,9481,28,2654.68,1635.2,10500.48
ITM0050783,ORD020332,PRD0334,Syska Cookbook Max,Books,1,796,0,0.0,98.5,697.5
ITM0050784,ORD020333,PRD0443,Voltas Multivitamins Base,Beauty & Health,2,2123,18,764.28,612.09,4398.19
ITM0050785,ORD020334,PRD0235,Amul Water Purifier Lite,Home & Kitchen,2,24993,12,5998.32,8288.73,47695.59
ITM0050786,ORD020334,PRD0945,Gizmore Stapler Lite,Office Supplies,1,6477,18,1165.86,714.57,6928.29
ITM0050787,ORD020334,PRD0657,Noise Puzzle Set Ultra,Toys & Baby,3,2203,12,793.08,897.92,6504.16
ITM0050788,ORD020335,PRD0082,Pidilite Camera Lite,Electronics,3,24302,18,13123.08,574.95,85454.13
ITM0050789,ORD020335,PRD0042,Crompton Headphones Classic,Electronics,1,105210,18,18937.8,19678.71,104469.09
ITM0050790,ORD020335,PRD0663,Pebble Baby Stroller Pro,Toys & Baby,3,2069,12,744.84,761.27,6190.57
ITM0050791,ORD020336,PRD0803,Gizmore Car Cover Elite,Automotive,2,4809,28,2693.04,309.75,12001.29
ITM0050792,ORD020336,PRD0998,HCL Pen Drive Pro,Office Supplies,1,7407,18,1333.26,1011.58,7728.68
ITM0050793,ORD020336,PRD0074,Finolex Smartwatch Elite,Electronics,2,134302,18,48348.72,24903.39,292049.33
ITM0050794,ORD020336,PRD0181,HDFC Kurti Plus,Fashion,3,3384,5,507.6,1630.17,9029.43
ITM0050795,ORD020337,PRD0654,Crossbeats Puzzle Set Elite,Toys & Baby,1,1190,12,142.8,74.91,1257.89
ITM0050796,ORD020337,PRD0164,Polycab Lehenga Pro,Fashion,3,4218,5,632.7,191.55,13095.15
ITM0050797,ORD020337,PRD0974,Wipro Office Chair Classic,Office Supplies,2,3844,18,1383.84,1500.65,7571.19
ITM0050798,ORD020337,PRD0829,Bajaj Electricals Car Perfume Standard,Automotive,1,1295,28,362.6,18.83,1638.77
ITM0050799,ORD020338,PRD0258,Bajaj Electricals Ceiling Fan Plus,Home & Kitchen,1,9881,12,1185.72,70.88,10995.84
ITM0050800,ORD020338,PRD0087,Hero Camera Plus,Electronics,2,73114,18,26321.04,12826.53,159722.51
ITM0050801,ORD020339,PRD0860,ITC Car Seat Cover Lite,Automotive,3,891,28,748.44,427.05,2994.39
ITM0050802,ORD020340,PRD0271,HDFC LED Bulb Max,Home & Kitchen,2,11265,12,2703.6,2257.05,22976.55
ITM0050803,ORD020340,PRD0239,Voltas Water Purifier Standard,Home & Kitchen,2,9432,12,2263.68,2787.38,18340.3
ITM0050804,ORD020341,PRD0128,Noise Jeans Standard,Fashion,2,2172,5,217.2,490.21,4070.99
ITM0050805,ORD020341,PRD0701,Pidilite Basmati Rice Elite,Grocery,3,1216,0,0.0,440.7,3207.3
ITM0050806,ORD020341,PRD0923,HCL Printer Paper Max,Office Supplies,3,1993,18,1076.22,454.69,6600.53
ITM0050807,ORD020341,PRD0449,Asian Paints Multivitamins Base,Beauty & Health,3,554,18,299.16,72.89,1888.27
ITM0050808,ORD020342,PRD0787,boAt Turmeric Powder Elite,Grocery,3,1343,0,0.0,47.32,3981.68
ITM0050809,ORD020342,PRD0952,Mivi Whiteboard Ultra,Office Supplies,2,5812,18,2092.32,2267.84,11448.48
ITM0050810,ORD020343,PRD0734,Mivi Cold Pressed Oil Lite,Grocery,2,220,0,0.0,84.03,355.97
ITM0050811,ORD020343,PRD0868,Fire-Boltt Bike Lock Lite,Automotive,3,791,28,664.44,319.31,2718.13
ITM0050812,ORD020344,PRD0294,Finolex Curtains Standard,Home & Kitchen,2,19495,12,4678.8,7679.09,35989.71
ITM0050813,ORD020344,PRD0165,Hero Lehenga Base,Fashion,3,2224,5,333.6,185.9,6819.7
ITM0050814,ORD020344,PRD0655,Mahindra Puzzle Set Elite,Toys & Baby,3,3175,12,1143.0,626.39,10041.61
ITM0050815,ORD020344,PRD0393,Mivi Biography Classic,Books,3,1197,0,0.0,118.78,3472.22
ITM0050816,ORD020345,PRD0653,Havells Puzzle Set Plus,Toys & Baby,3,1503,12,541.08,33.37,5016.71
ITM0050817,ORD020345,PRD0008,Hindusta Unilever Smartphone Pro,Electronics,1,80133,18,14423.94,12955.27,81601.67
ITM0050818,ORD020346,PRD0083,Pebble Camera Premium,Electronics,3,66551,18,35937.54,25266.71,210323.83
ITM0050819,ORD020346,PRD0893,Bajaj Electricals Engine Oil Classic,Automotive,3,1504,28,1263.36,641.73,5133.63
ITM0050820,ORD020346,PRD0533,Gizmore Badminton Racket Lite,Sports & Fitness,3,26760,12,9633.6,11996.35,77917.25
ITM0050821,ORD020346,PRD0066,Pidilite Power Bank Elite,Electronics,2,12351,18,4446.36,2867.2,26281.16
ITM0050822,ORD020347,PRD0173,Zebronics Sherwani Pro,Fashion,2,382,5,38.2,43.32,758.88
ITM0050823,ORD020348,PRD0549,Berger Treadmill Plus,Sports & Fitness,3,21195,12,7630.2,10453.16,60762.04
ITM0050824,ORD020348,PRD0517,Mivi Dumbbells Ultra,Sports & Fitness,1,10459,12,1255.08,1826.1,9887.98
ITM0050825,ORD020348,PRD0232,Hindusta Unilever Water Purifier Classic,Home & Kitchen,3,3699,12,1331.64,1030.21,11398.43
ITM0050826,ORD020349,PRD0809,Hindusta Unilever Car Cover Plus,Automotive,3,4503,28,3782.52,1834.74,15456.78
ITM0050827,ORD020349,PRD0810,Portronics Car Cover Base,Automotive,1,9332,28,2612.96,1276.68,10668.28
ITM0050828,ORD020349,PRD0205,Infosys Pressure Cooker Base,Home & Kitchen,2,4255,12,1021.2,1120.59,8410.61
ITM0050829,ORD020349,PRD0552,Orient Cycle Pro,Sports & Fitness,3,12385,12,4458.6,843.5,40770.1
ITM0050830,ORD020350,PRD0757,ITC Honey Ultra,Grocery,3,852,0,0.0,280.89,2275.11
ITM0050831,ORD020350,PRD0358,Godrej Children Story Max,Books,1,1203,0,0.0,101.78,1101.22
ITM0050832,ORD020350,PRD0134,HCL T-Shirt Pro,Fashion,1,2499,5,124.95,73.42,2550.53
ITM0050833,ORD020350,PRD0922,Havells Printer Paper Elite,Office Supplies,1,3022,18,543.96,234.22,3331.74
ITM0050834,ORD020351,PRD0900,Reliance Engine Oil Lite,Automotive,3,5362,28,4504.08,628.56,19961.52
ITM0050835,ORD020351,PRD0330,Orient MBA Textbook Ultra,Books,2,149,0,0.0,4.34,293.66
ITM0050836,ORD020351,PRD0773,Havells Green Tea Elite,Grocery,2,370,0,0.0,13.1,726.9
ITM0050837,ORD020351,PRD0605,Hindusta Unilever Board Game Standard,Toys & Baby,3,1549,12,557.64,260.61,4944.03
ITM0050838,ORD020352,PRD0621,Portronics Soft Toy Standard,Toys & Baby,3,476,12,171.36,203.95,1395.41
ITM0050839,ORD020353,PRD0177,Berger Sherwani Base,Fashion,2,11735,5,1173.5,4121.78,20521.72
ITM0050840,ORD020354,PRD0363,boAt Engineering Book Max,Books,2,246,0,0.0,77.27,414.73
ITM0050841,ORD020354,PRD0036,Zebronics Smart TV Base,Electronics,3,67573,18,36489.42,24685.93,214522.49
ITM0050842,ORD020355,PRD0382,Titan History Book Premium,Books,3,225,0,0.0,80.64,594.36
ITM0050843,ORD020355,PRD0069,Gizmore Power Bank Plus,Electronics,3,76220,18,41158.8,10074.66,259744.14
ITM0050844,ORD020356,PRD0981,Tata Desk Lamp Elite,Office Supplies,1,491,18,88.38,61.92,517.46
ITM0050845,ORD020356,PRD0805,Titan Car Cover Standard,Automotive,3,3710,28,3116.4,1833.96,12412.44
ITM0050846,ORD020356,PRD0346,Mahindra Self Help Book Standard,Books,3,120,0,0.0,60.89,299.11
ITM0050847,ORD020356,PRD0628,Voltas Soft Toy Premium,Toys & Baby,2,2518,12,604.32,634.16,5006.16
ITM0050848,ORD020357,PRD0856,HDFC Car Seat Cover Base,Automotive,3,3997,28,3357.48,33.55,15314.93
ITM0050849,ORD020357,PRD0938,ITC File Folder Base,Office Supplies,2,6304,18,2269.44,1501.41,13376.03
ITM0050850,ORD020357,PRD0388,Hindusta Unilever History Book Pro,Books,3,528,0,0.0,237.44,1346.56
ITM0050851,ORD020358,PRD0388,Hindusta Unilever History Book Pro,Books,1,528,0,0.0,80.6,447.4
ITM0050852,ORD020358,PRD0461,Usha Essential Oil Classic,Beauty & Health,2,440,18,158.4,28.2,1010.2
ITM0050853,ORD020358,PRD0609,Maruti Board Game Elite,Toys & Baby,3,286,12,102.96,118.22,842.74
ITM0050854,ORD020359,PRD0930,Reliance Printer Paper Lite,Office Supplies,1,1502,18,270.36,226.49,1545.87
ITM0050855,ORD020359,PRD0204,boAt Pressure Cooker Pro,Home & Kitchen,1,14330,12,1719.6,2047.47,14002.13
ITM0050856,ORD020360,PRD0573,Pebble Swimming Goggles Ultra,Sports & Fitness,2,38298,12,9191.52,773.2,85014.32
ITM0050857,ORD020360,PRD0591,Portronics Resistance Band Ultra,Sports & Fitness,2,25931,12,6223.44,7880.98,50204.46
ITM0050858,ORD020360,PRD0294,Finolex Curtains Standard,Home & Kitchen,3,19495,12,7018.2,2267.2,63236.0
ITM0050859,ORD020360,PRD0245,Ambrane Air Purifier Pro,Home & Kitchen,1,23450,12,2814.0,3295.64,22968.36
ITM0050860,ORD020361,PRD0977,Berger Office Chair Base,Office Supplies,2,864,18,311.04,229.46,1809.58
ITM0050861,ORD020361,PRD0203,Wipro Pressure Cooker Lite,Home & Kitchen,3,7485,12,2694.6,4312.34,20837.26
ITM0050862,ORD020362,PRD0133,Orient T-Shirt Lite,Fashion,2,7429,5,742.9,2423.12,13177.78
ITM0050863,ORD020362,PRD0745,Orient Atta Pro,Grocery,3,1791,0,0.0,535.52,4837.48
ITM0050864,ORD020363,PRD0300,ITC Curtains Ultra,Home & Kitchen,3,216,12,77.76,76.78,648.98
ITM0050865,ORD020363,PRD0391,Reliance Biography Classic,Books,1,344,0,0.0,31.57,312.43
ITM0050866,ORD020363,PRD0002,Gizmore Smartphone Premium,Electronics,1,65917,18,11865.06,3439.19,74342.87
ITM0050867,ORD020364,PRD0580,Pidilite Swimming Goggles Classic,Sports & Fitness,1,31108,12,3732.96,3450.75,31390.21
ITM0050868,ORD020364,PRD0854,Ambrane Car Seat Cover Premium,Automotive,1,8897,28,2491.16,1267.69,10120.47
ITM0050869,ORD020365,PRD0215,Noise Mixer Grinder Standard,Home & Kitchen,2,16263,12,3903.12,795.99,35633.13
ITM0050870,ORD020365,PRD0360,Syska Children Story Max,Books,1,736,0,0.0,58.19,677.81
ITM0050871,ORD020365,PRD0688,Godrej Baby Oil Premium,Toys & Baby,2,3315,12,795.6,46.67,7378.93
ITM0050872,ORD020366,PRD0696,Crossbeats Rattle Set Pro,Toys & Baby,1,3806,12,456.72,583.25,3679.47
ITM0050873,ORD020366,PRD0538,boAt Badminton Racket Elite,Sports & Fitness,3,33122,12,11923.92,2321.51,108968.41
ITM0050874,ORD020366,PRD0144,Titan Ethnic Dress Elite,Fashion,3,8102,5,1215.3,2630.47,22890.83
ITM0050875,ORD020366,PRD0469,Polycab Essential Oil Classic,Beauty & Health,3,1175,18,634.5,557.59,3601.91
ITM0050876,ORD020367,PRD0003,Fire-Boltt Smartphone Max,Electronics,3,118800,18,64152.0,16526.41,404025.59
ITM0050877,ORD020367,PRD0560,Crompton Cycle Plus,Sports & Fitness,1,7453,12,894.36,1277.89,7069.47
ITM0050878,ORD020367,PRD0765,Titan Dry Fruits Mix Lite,Grocery,1,306,0,0.0,59.57,246.43
ITM0050879,ORD020368,PRD0516,Portronics Dumbbells Pro,Sports & Fitness,1,8388,12,1006.56,900.67,8493.89
ITM0050880,ORD020369,PRD0924,Godrej Printer Paper Ultra,Office Supplies,1,1888,18,339.84,325.31,1902.53
ITM0050881,ORD020369,PRD0669,Crossbeats Baby Stroller Elite,Toys & Baby,1,2238,12,268.56,316.92,2189.64
ITM0050882,ORD020370,PRD0584,Polycab Gym Gloves Ultra,Sports & Fitness,3,45336,12,16320.96,18263.2,134065.76
ITM0050883,ORD020370,PRD0295,Crossbeats Curtains Ultra,Home & Kitchen,1,5709,12,685.08,848.35,5545.73
ITM0050884,ORD020371,PRD0082,Pidilite Camera Lite,Electronics,1,24302,18,4374.36,1289.82,27386.54
ITM0050885,ORD020371,PRD0586,ITC Gym Gloves Plus,Sports & Fitness,1,35427,12,4251.24,1305.25,38372.99
ITM0050886,ORD020371,PRD0810,Portronics Car Cover Base,Automotive,2,9332,28,5225.92,2410.89,21479.03
ITM0050887,ORD020371,PRD0954,Dabur Whiteboard Plus,Office Supplies,2,6707,18,2414.52,2057.3,13771.22
ITM0050888,ORD020372,PRD0799,Bajaj Spice Kit Lite,Grocery,1,1173,0,0.0,79.1,1093.9
ITM0050889,ORD020373,PRD0039,Hero Smart TV Max,Electronics,2,132809,18,47811.24,45831.49,267597.75
ITM0050890,ORD020373,PRD0763,Gizmore Dry Fruits Mix Plus,Grocery,1,1185,0,0.0,230.77,954.23
ITM0050891,ORD020373,PRD0206,Crompton Pressure Cooker Max,Home & Kitchen,2,5460,12,1310.4,2162.35,10068.05
ITM0050892,ORD020374,PRD0644,Zebronics Building Blocks Standard,Toys & Baby,1,842,12,101.04,96.1,846.94
ITM0050893,ORD020374,PRD0119,Syska Women Saree Ultra,Fashion,1,14867,5,743.35,59.65,15550.7
ITM0050894,ORD020375,PRD0248,Noise Air Purifier Classic,Home & Kitchen,2,5155,12,1237.2,1853.73,9693.47
ITM0050895,ORD020376,PRD0173,Zebronics Sherwani Pro,Fashion,3,382,5,57.3,226.3,977.0
ITM0050896,ORD020376,PRD0642,Voltas Building Blocks Base,Toys & Baby,3,2009,12,723.24,1178.82,5571.42
ITM0050897,ORD020377,PRD0994,Wipro Pen Drive Premium,Office Supplies,1,3814,18,686.52,755.82,3744.7
ITM0050898,ORD020377,PRD0846,Berger Dashboard Camera Lite,Automotive,1,9253,28,2590.84,1395.18,10448.66
ITM0050899,ORD020377,PRD0714,Noise Organic Dal Base,Grocery,1,1247,0,0.0,233.92,1013.08
ITM0050900,ORD020377,PRD0393,Mivi Biography Classic,Books,3,1197,0,0.0,282.81,3308.19
ITM0050901,ORD020378,PRD0824,V-Guard Car Perfume Pro,Automotive,3,3747,28,3147.48,1988.14,12400.34
ITM0050902,ORD020379,PRD0200,Titan Sports Shoes Standard,Fashion,2,4746,5,474.6,1490.47,8476.13
ITM0050903,ORD020380,PRD0571,Bajaj Electricals Swimming Goggles Lite,Sports & Fitness,3,19257,12,6932.52,4709.26,59994.26
ITM0050904,ORD020380,PRD0372,Amul Medical Guide Standard,Books,1,872,0,0.0,129.59,742.41
ITM0050905,ORD020381,PRD0624,Tata Soft Toy Ultra,Toys & Baby,2,1542,12,370.08,87.22,3366.86
ITM0050906,ORD020382,PRD0222,ITC Rice Cooker Max,Home & Kitchen,3,20345,12,7324.2,12036.68,56322.52
ITM0050907,ORD020382,PRD0631,Finolex Remote Control Car Plus,Toys & Baby,2,4437,12,1064.88,914.78,9024.1
ITM0050908,ORD020382,PRD0957,Pebble Whiteboard Max,Office Supplies,1,7404,18,1332.72,819.22,7917.5
ITM0050909,ORD020382,PRD0840,Usha Tyre Inflator Classic,Automotive,1,9091,28,2545.48,1457.55,10178.93
ITM0050910,ORD020383,PRD0797,Voltas Spice Kit Ultra,Grocery,1,909,0,0.0,40.06,868.94
ITM0050911,ORD020383,PRD0168,Voltas Lehenga Standard,Fashion,3,7164,5,1074.6,2689.03,19877.57
ITM0050912,ORD020384,PRD0902,Pidilite Notebook Set Ultra,Office Supplies,2,6781,18,2441.16,1304.32,14698.84
ITM0050913,ORD020384,PRD0051,Pidilite Bluetooth Speaker Plus,Electronics,2,22988,18,8275.68,2650.74,51600.94
ITM0050914,ORD020385,PRD0604,Pebble Board Game Base,Toys & Baby,2,3336,12,800.64,880.18,6592.46
ITM0050915,ORD020385,PRD0286,Fire-Boltt Bedsheet Set Lite,Home & Kitchen,1,4364,12,523.68,483.16,4404.52
ITM0050916,ORD020385,PRD0940,Asian Paints File Folder Lite,Office Supplies,3,2235,18,1206.9,522.11,7389.79
ITM0050917,ORD020386,PRD0989,Bajaj Desk Lamp Elite,Office Supplies,3,1252,18,676.08,117.26,4314.82
ITM0050918,ORD020387,PRD0378,Syska Medical Guide Classic,Books,2,443,0,0.0,6.89,879.11
ITM0050919,ORD020387,PRD0436,Marico Sunscreen Pro,Beauty & Health,2,441,18,158.76,7.49,1033.27
ITM0050920,ORD020387,PRD0729,Tata Desi Ghee Lite,Grocery,1,1560,0,0.0,265.55,1294.45
ITM0050921,ORD020387,PRD0112,Reliance Women Saree Premium,Fashion,2,2164,5,216.4,310.98,4233.42
ITM0050922,ORD020388,PRD0564,Polycab Football Pro,Sports & Fitness,1,35620,12,4274.4,63.86,39830.54
ITM0050923,ORD020389,PRD0592,Zebronics Resistance Band Plus,Sports & Fitness,1,31192,12,3743.04,5028.57,29906.47
ITM0050924,ORD020389,PRD0597,Syska Resistance Band Plus,Sports & Fitness,2,46755,12,11221.2,8533.04,96198.16
